,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
760,changasaki,1775,17.0,17.0,17.0,0.0,Amante de todos los videojuegos (menos fifa).Amante de todos los animes.,lover of all video games (less fifa).,es
761,datboybrando,1769,14.0,14.0,14.0,0.0,I am the people's jungler,i am the people's jungler,en
762,hechu4sha,1707,18.0,18.0,18.0,0.0,🍎,🍎,en
763,rhlen1,1698,53.0,53.0,53.0,0.0,,,ht
764,melanyzchannel,1695,1.0,1.0,1.0,0.0,Welcome to MelanyzChannel And I wish you happiness. 💕💕💕💕💕,welcome to melanyzchannel and i wish you happiness. 💕💕💕💕💕,en
765,jettling,1671,27.0,27.0,27.0,0.0,"Former Challenger Sona main on EUW - Welcome in, feel free to ask anything about League!","former challenger sona main on euw - welcome in, feel free to ask anything about league!",en
766,leofloresdc,1645,17.0,17.0,17.0,0.0,,,ht
767,risegamingbr,1624,58.0,58.0,58.0,0.0,"RiseGamingBR faz transmissões de VALORANT, LOL e FreeFire.","risegamingbr transmissions from valorant, lol and freefire.",pt
768,rhiannonkake,1594,8.0,8.0,8.0,0.0,"Hi I'm Rhiannon! You can call me Rhi (like REE) or Kake)~I'm here to have fun and make friends and to play League of Legends ~Also I play Ahri, Lux, and Akali mostly and I am trying to climb~Come join me XD","hi i'm rhiannon! you can call me rhi (like ree) or kake)~i'm here to have fun and make friends and to play league of legends ~also i play ahri, lux, and akali mostly and i am trying to climb~come join me xd",en
769,lemon_chiffon_ovo,1571,17.0,17.0,17.0,0.0,20220218~말 잘하고 싶은 스트리머 / 노래 흥얼거림 주의!,20220218 ~ streamer / singing precautions!,ko
770,deadsmileqq,1517,18.0,18.0,18.0,0.0,DeadSmiLeQQ  3000+ARAM  ,deadsmileqq  3000+aram,en
771,hyebaya,1510,21.0,21.0,21.0,0.0,다시는 아이언을 무시하지마라!,never ignore the iron again!,ko
772,respawn_therapy,1508,43.0,43.0,43.0,0.0,"Doctor of physical therapy working with professional esports organizations to improve player health and longevity. Secretlab Ergonomics Advisory Board. Current and previous clients: Cloud9, Evil Geniuses, 100 Thieves, London Spitfire, TSM, T1","doctor of physical therapy working with professional esports organizations to improve player health and longevity. secretlab ergonomics advisory board. current and previous clients: cloud9, evil geniuses, 100 thieves, london spitfire, tsm, t1",en
773,desprilox_,1497,10.0,10.0,10.0,0.0,"Cześć, widzu! Moim ulubionym hobby jest granie w gry - głównie singleplayer, ale nie pogardzę dobrym co-op'em czy multiplayerem, w którym nikt nie zwyzywa mi matki. Zdarzy mi się powiedzieć coś zabawnego, a kto wie - może usłyszysz coś mądrego, czym będziesz mógł się pochwalić przy rodzinnym stole.","hi, viewer!my favorite hobby is playing games - mainly a singleplayer, but i will not despise a good co -op or multiplayer in which no one calls my mother.i will say something funny, and who knows - maybe you will hear something wise, which you will be able to boast at the family table.",pl
774,dentinhoshow,1489,13.0,13.0,13.0,0.0,MID LANER NTDF ,mid laner ntdf,en
775,empanadiita,1467,6.0,6.0,6.0,0.0,,,ht
776,saberstart,1435,33.0,33.0,33.0,0.0,"Hi, I'm SaberStart! I am a Diamond Kayn League of Legends player. Thanks for stopping by!:)","hi, i'm saberstart! i am a diamond kayn league of legends player. thanks for stopping by!:)",en
777,falazury,1433,16.0,16.0,16.0,0.0,Ahoj ahoj všichni! Falazury jméno mé a jsem bývalý hráč v herním důchodu :D a nyní komentátor na volné noze.Jinak panda na slovo vzatá :3 ,hi hi everyone!falazury name my and i am the former player in the game retire,cs
778,hutemen,1424,43.0,43.0,43.0,0.0,Oyunlar ile ilgili fikirlerinizi benimle paylaşmaktan çekinmeyin...iletişim için:bekiroglusefa99@gmail.com,don't hesitate to share your ideas about games with me ... for communication: bekiroglosefa99@gmail.com,tr
779,phinphus,1375,14.0,14.0,14.0,0.0,si,and,ro
780,mips_sad,1353,502.0,502.0,502.0,0.0,◕‿◕,◕‿◕,en
781,me1odyan,1350,28.0,28.0,28.0,0.0,просто дурачок играющий в лигу легенд (и не только) под отличную (не всегда) музыку offers : me1odyan@mail.ru | @me1odyan TG,just a fool playing in the legend league (and not only) for excellent (not always) music offers: me1odyan@mail.ru |@me1odyan tg,ru
782,internerd_gir1,1333,42.0,42.0,42.0,0.0,,,ht
783,27138055,1311,18.0,18.0,18.0,0.0,,,ht
784,noicxx,1279,34.0,34.0,34.0,0.0,のいです。ジャンガリアンハムスター飼ってます。目標はTwitchパートナー٩( ᐛ )و　,it is.i have a jungarian hamster.the goal is twitch partner ٩ (ᐛ) و,ja
785,kaci96,1259,35.0,35.0,35.0,0.0,"Just want to create a positive environment, and have fun!  Newer League player just trying to get gud","just want to create a positive environment, and have fun!  newer league player just trying to get gud",en
786,perryjg,1254,432.0,812.0,622.0,0.0,I am 19 years old and I am Challenger in League ,i am 19 years old and i am challenger in league,en
787,degenkyo,1235,14.0,14.0,14.0,0.0,"Hi! My name is Kyo, and I'm a Riot gamer (aka playing mostly League of Legends & Valorant) but stream a variety of other things, including art! ","hi! my name is kyo, and i'm a riot gamer (aka playing mostly league of legends & valorant) but stream a variety of other things, including art!",en
788,ddikku0714,1233,10.0,10.0,10.0,0.0,,,ht
789,karuskowe_love,1230,22.0,22.0,22.0,0.0,28 lat Karuśka League of legends silver player! :D,28 lat karuśka league of legends silver player! :d,en
790,viera355,1229,205.0,205.0,205.0,0.0,ヴェラです。小学生やってます。何でも作ります。LoLやります。がんばる。,this is vera.i'm an elementary school student.i will make anything.i will do lol.work hard.,ja
791,malikitho,1221,3.0,3.0,3.0,0.0,Through Gains All Things Are Possible.,through gains all things are possible.,en
792,nova_popelkaa,1157,3.0,3.0,3.0,0.0,Jsem zajímavá potvora co je úplnej lempl na hry a techniku 😂 Doufám že se zde budeš bavit 😍❤️,i am an interesting monster what is a complete lempl for games and technology π i hope you will have fun here omat,cs
793,imlozux,1133,56.0,56.0,56.0,0.0,"League of legends enjoyer, Challenger/GM Jungler 🇰🇼","league of legends enjoyer, challenger/gm jungler 🇰🇼",en
794,245_99,1128,26.0,26.0,26.0,0.0,"""숨겨진 맛집"" // 수요일 정기휴무일, 매일 저녁 8시 🔥내전방송🔥                       ","""hidden restaurant"" // wednesday regular holiday, every evening 8pm 🔥c.",ko
795,gamefake298,1127,1.0,1.0,1.0,0.0,donate or out,donate or out,en
796,bbang_hye,1120,21.0,21.0,21.0,0.0,,,ht
797,princesapeach_1,1110,26.0,26.0,26.0,0.0,Me gusta el pollo frito uwu ♥️,i like uwu fried chicken ♥ ️,es
798,littlefoxcat,1087,71.0,71.0,71.0,0.0,鍾意打機嘅小狐貓🦊（係北極狐！！攰嘅時候摸摸狐貓瞬間回滿力量哦✨💞勵志成為不佛系的台主！！粵語/國語~訂閱不迷路,"little fox cat twita (the arctic fox!!! when i touched the fox cat, i was full of strength.",zh-TW
799,tsb03181,1086,25.0,25.0,25.0,0.0,안녕 내 방송 와줘서 고마워! 평일엔 매일 키니까 또 보러와요!!,"hello, thank you for coming!i'm tired every day on weekdays, so come back seeing again !!",ko
800,youte_,1067,15.0,15.0,15.0,0.0,,,ht
801,bbyhy,1064,47.0,47.0,47.0,0.0,"❤️𝕳𝖎, 𝕴'𝖒 𝕭𝖎𝖆𝖓𝖈𝖆, 𝖆𝖓 𝖆𝖓𝖙𝖎𝖘𝖔𝖈𝖎𝖆𝖑 18 𝖞𝖊𝖆𝖗𝖘 𝖔𝖑𝖉 𝖈𝖗𝖞𝖇𝖇𝖞, 𝖈𝖚𝖗𝖗𝖊𝖓𝖙𝖑𝖞 𝖑𝖎𝖛𝖎𝖓𝖌 𝖎𝖓 𝕽𝖔𝖒𝖆𝖓𝖎𝖆, 𝕮𝖆𝖑𝖆𝖗𝖆𝖘𝖎.❤️","❤️𝕳𝖎, 𝕴'𝖒 𝕭𝖎𝖆𝖓𝖈𝖆, 𝖆𝖓 𝖆𝖓𝖙𝖎𝖘𝖔𝖈𝖎𝖆𝖑 18 𝖞𝖊𝖆𝖗𝖘 𝖔𝖑𝖉 𝖈𝖗𝖞𝖇𝖇𝖞, 𝖈𝖚𝖗𝖗𝖊𝖓𝖙𝖑𝖞 𝖑𝖎𝖛𝖎𝖓𝖌 𝖎𝖓 𝕽𝖔𝖒𝖆𝖓𝖎𝖆, 𝕮𝖆𝖑𝖆𝖗𝖆𝖘𝖎.❤️",en
802,mirroxone,1045,12.0,12.0,12.0,0.0,Всем привет! Меня зовут Рита. Рада приветствовать вас на своем канале) https://trovo.live/s/mirroxone,hi all!my name is rita.i am glad to welcome you to your channel) https://trovo.live/s/mirroxone,ru
803,k1street,1016,6.0,6.0,6.0,0.0,Salut J'aime bien partagé mais moment de jeux parles avec du monde joues avec mes pote surtout à League of Legends j'ai 29 ans ,hi i like to share but moment of games talk with people play with my friends especially in league of legends i am 29 years old,fr
804,kennerbr,1012,0.0,0.0,0.0,0.0,"( MEGAMU ) Season 15 , Venha dominar um servidor onde o seu zen tem valor .","(megamu) season 15, come master a server where your zen has value.",pt
805,owonderfulo,992,26.0,26.0,26.0,0.0,Раскрашиваю киберспортивные сторилайны и в прямом эфире.,i color the e -sports sterillains on the air.,ru
806,carliaixaa,980,14.0,14.0,14.0,0.0,holaa ,hola,om
807,raonsister,974,6.0,6.0,6.0,0.0,종합게임 스트리머&버튜버이자 탑세주아니 장인 세쥬린입니다 // 주력 게임은 롤&로아!,comprehensive game streamer & bertuber and top sejuni is sejurin // the main game is roll & loa!,ko
808,razremo,929,29.0,29.0,29.0,0.0,"Hey everyone! I'm Remo, a 23 year old creator and entertainer here to make sure you have an amazing time! Join the REMO WAY and let's get creative, inspired, and motivated. Whether it's through games, art, music, I guarantee you'll leave feeling uplifted and excited. LIT WITH REMO! Live on KICK","hey everyone! i'm remo, a 23 year old creator and entertainer here to make sure you have an amazing time! join the remo way and let's get creative, inspired, and motivated. whether it's through games, art, music, i guarantee you'll leave feeling uplifted and excited. lit with remo! live on kick",en
809,harasho,920,18.0,18.0,18.0,0.0,Clueless,clueless,en
810,springmango,895,17.0,17.0,17.0,0.0,어쩔티비,what tivilly,ko
811,puszkaokruszka,880,1031.0,1031.0,1031.0,0.0,"Stream leci we wtorki, czwartki i soboty o godz. 21.30-22.00. Jaki content robimy? Ligusia, TFT, szachy i gry, które sami zaproponujecie. ","stream flies on tuesdays, thursdays and saturdays at21.30-22.00.what content do we do?ligusia, tft, chess and games that you will propose yourself.",pl
812,sychrom,846,3.0,3.0,3.0,0.0,"Hey there, just a german dude (27yo) who streams a lil bit lol and planing to creat a fantasy boardgame tavern in Munich","hey there, just a german dude (27yo) who streams a lil bit lol and planing to creat a fantasy boardgame tavern in munich",en
813,gt_rion,842,16.0,16.0,16.0,0.0,Привет мой зритель | Меня зовут Камиль | Играю в основном : PUBG |    Path of Exile  |  Minecraft  |  LoL | Genshin Impact | Приятного просмотра  |,hello my viewer |my name is camille |i play mainly: pubg |path of exile |minecraft |lol |genshin impact |enjoy viewing |,ru
814,solnex1,840,36.0,36.0,36.0,0.0, بث كل يوم بعد الفطور في رمضان ما عدا الاحد والثلاثاء,a broadcast every day after breakfast in ramadan except for sunday and tuesday,ar
815,maijonix,836,22.0,22.0,22.0,0.0,"Hey ich bin Udo, 1998 geboren und ich spiele grundsätzlich alles was mir Spaß macht. Ich habe schon früh mit dem Gaming angefangen und werde so schnell auch nicht aufhören :) Schau doch mal auf YouTube vorbei.. dort findest du auch einen Kanaltrailer. Wir sehen uns Live!","hey i am udo, born in 1998 and i basically play everything i enjoy.i started with the gaming early and won't stop so quickly :) have a look on youtube .. there you will also find a channel trailer.see you live!",de
816,mia_00021,823,18.0,18.0,18.0,0.0,V-Team- Favola  시간 요정 미아⏳입니다!  평일 저녁 8시 뱅온! 스케줄은 디코/팬카페에 업로드 됩니다!,v-team-favola time fairy mia ⏳!8 o'clock on weekdays!the schedule is uploaded to deco/fan cafe!,ko
817,ie_kaze010,807,18.0,20.0,19.0,0.0,,,ht
818,warren0301,770,63.0,63.0,63.0,0.0,ARAM長期愛好者  專精adc 最高172連勝 單中成就3個#1    點歌!sr  !DC  !繪師有問題歡迎提問,"aram long -term enthusiasts specialize in adc's maximum 172 consecutive victory forms 3#1 song! sr! dc! painter, welcome to ask questions",zh-TW
819,redspacetv,755,3.0,3.0,3.0,0.0,Играем в Лигу добра. Стрим почти каждый день с 21 по Мск!,we play the league of good.stream almost every day from 21 to moscow time!,ru
820,aleusmatex,751,513.0,513.0,513.0,0.0,"Salve, Rapeize! Aqui você encontra todo tipo de conteúdo relacionado a League of Legends, focado especificamente na campeã Riven. Espero que gostem e aprendam juntamente comigo!","save, rapeize!here you will find all kinds of content related to league of legends, focused specifically in champion riven.i hope you enjoy and learn with me!",pt
821,yk0918,713,24.0,24.0,24.0,0.0,マンタロウと気楽に呼んで　俺も気楽に呼ぶ,call mantaro easily and call me easily,ja
822,nixaurvandil,713,21.0,21.0,21.0,0.0,"Mama, Mischief Maker, Meme. Messy hair, messy house, messy game play, messy game dev :) Who cares? Ha! Biggest potty mouthed sweetheart on twitch. :* &lt;3","mama, mischief maker, meme. messy hair, messy house, messy game play, messy game dev :) who cares? ha! biggest potty mouthed sweetheart on twitch. :* &lt;3",en
823,bigpappabob_lol,650,704.0,1471.0,1138.0,0.0,"Hey everyone, I'm here to provide some level of english casting for various League of Legends tournaments. Hope you enjoy!","hey everyone, i'm here to provide some level of english casting for various league of legends tournaments. hope you enjoy!",en
824,nini2__,619,16.0,16.0,16.0,0.0,0.3개국어 롤에 진심인 브실골전문가 🍡 ,"0.3 sincerely in the language rolls, veilgol expert 🍡",ko
825,tmstaaz,616,9.0,9.0,9.0,0.0,"hello, welcome my name is ahmad i like to be called taaz i kinda  play everything i have fun with is long its not scare  and not jump scare most likely u will see me playing league but don't be shy to ask for a game is long its not scare  game hope u enjoy your stay ","hello, welcome my name is ahmad i like to be called taaz i kinda  play everything i have fun with is long its not scare  and not jump scare most likely u will see me playing league but don't be shy to ask for a game is long its not scare  game hope u enjoy your stay",en
826,zayac777,611,49.0,57.0,53.0,0.0,"~~~~~~~~~~~~~~~~~~~ Стримы, общение, игры с подписчиками) Надеюсь тебе тут понравится! ~~~~~~~~~~~~~~ ~~~~~~~~~~~~~~~~~~~ Чтобы узнать про аватары пиши в чат !команды ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~","~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ heads, games with subscribers) i hope you will like it here!~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ne",ru
827,narywynx,586,10.0,155.0,82.0,1.0,"Seja bem vindo ao meu canal! Me chamo Nathália e tenho 21 anos, por mais que não pareça, rs. Espero que se divirta e tudo com moderação ;) Meu main game é Valorant mas as vezes aparece outras coisas por aí.","welcome to my channel!my name is nathália and i'm 21 years old, as much as it doesn't look like, lol.i hope you have fun and everything in moderation;) my main game is valorant but sometimes other things appear out there.",pt
828,zlzl3131,574,31.0,31.0,31.0,0.0,탑레 M261) 미드유저 김업지임다,topre m261) mid user kim up is,ko
829,milton__tv,571,710.0,710.0,710.0,0.0,"Привет, я Милтон 🦄","hi, i'm milton 🦄",ru
830,aoineq,529,13.0,13.0,13.0,0.0,おぎゃー！！！！うまれた！！！！！,ogya!!!!born!!!!!,ja
